SNP	LG	CM
2_20615	8	20.04
2_20781	8	20.04
2_24276	8	20.04
2_38674	8	20.04
2_04689	8	20.04
2_09545	8	20.04
2_10778	8	20.04
2_15870	8	20.04
2_17694	8	20.04
2_20067	8	20.04
2_20068	8	20.04
2_23603	8	20.04
2_28871	8	20.04
2_31856	8	20.04
2_33113	8	20.04
2_49208	8	20.04
2_04516	8	20.04
2_47914	8	20.70
2_44245	8	20.70
2_22038	8	20.70
2_10720	8	21.34
2_14698	8	21.66
2_22586	8	21.66
2_06811	8	22.20
2_33291	8	22.20
2_40926	8	22.20
2_13932	8	22.74
2_00736	8	22.74
2_02888	8	22.74
2_05193	8	22.74
2_10254	8	22.74
2_13326	8	22.74
2_13696	8	22.74
2_19709	8	22.74
2_24137	8	22.74
2_39575	8	22.74
2_39979	8	22.74
2_49148	8	22.74
2_55044	8	22.74
2_19332	8	22.74
2_00735	8	22.74
2_00737	8	22.74
2_00738	8	22.74
2_02887	8	22.74
2_05106	8	22.74
2_05194	8	22.74
2_13325	8	22.74
2_24138	8	22.74
2_26661	8	22.74
2_26662	8	22.74
2_29515	8	22.74
2_03006	8	23.28
2_03007	8	23.28
2_09086	8	23.28
2_16050	8	23.28
2_23839	8	23.28
2_25345	8	23.28
2_31268	8	23.28
2_39885	8	23.28
2_50093	8	23.28
2_54727	8	23.28
2_14979	8	23.56
2_29913	8	23.56
2_20965	8	24.65
2_05951	8	24.65
2_29349	8	24.65
2_32302	8	24.65
2_38894	8	24.65
2_47107	8	24.65
2_48395	8	24.65
2_54586	8	24.65
2_04844	8	24.65
2_22790	8	24.65
2_31600	8	24.65
2_02744	8	25.28
2_12106	8	25.28
2_15123	8	25.28
2_20441	8	25.28
2_25659	8	25.28
2_25805	8	25.28
2_28981	8	25.28
2_29199	8	25.28
2_29963	8	25.28
2_33320	8	25.28
2_41547	8	25.28
2_42548	8	25.28
2_02745	8	25.28
2_03721	8	25.28
2_13414	8	25.28
2_15124	8	25.28
2_18972	8	25.28
2_25660	8	25.28
2_28759	8	25.28
2_25804	8	25.53
2_23112	8	25.80
2_25114	8	25.80
2_28466	8	25.80
2_31805	8	25.80
2_01575	8	26.62
2_01576	8	26.62
2_03581	8	27.14
2_09211	8	27.14
2_14424	8	27.14
2_48743	8	27.14
2_29554	8	27.14
2_03582	8	27.14
2_05196	8	27.14
2_05422	8	27.14
2_05423	8	27.14
2_54319	8	27.14
2_08617	8	27.60
2_39134	8	28.24
2_45729	8	28.24
2_37336	8	28.24
2_20453	8	28.24
2_50982	8	28.24
2_08614	8	28.24
2_10896	8	28.24
2_03678	8	28.24
2_23452	8	28.24
2_23453	8	28.24
2_47440	8	28.24
2_17580	8	28.51
2_24029	8	28.51
2_43713	8	28.51
2_50157	8	28.51
2_53657	8	28.51
2_02935	8	28.51
2_14482	8	28.51
2_15754	8	28.51
2_28065	8	28.51
2_30528	8	28.51
2_36281	8	28.51
2_39934	8	28.51
2_47334	8	28.51
2_54625	8	28.51
2_02419	8	28.51
2_04550	8	28.51
2_24028	8	28.51
2_25513	8	28.51
2_26410	8	28.51
2_26411	8	28.51
2_13732	8	28.51
2_15755	8	28.51
2_23448	8	28.51
2_28311	8	28.51
2_24760	8	28.78
2_44802	8	29.12
2_51952	8	29.12
2_48639	8	29.12
2_25878	8	29.51
2_45427	8	29.51
2_55212	8	29.51
2_03448	8	29.51
2_42272	8	29.51
2_45398	8	29.51
2_47822	8	29.51
2_01744	8	29.51
2_29002	8	29.51
2_24862	8	29.51
2_02773	8	29.89
2_06514	8	29.99
2_06515	8	29.99
2_07411	8	29.99
2_19936	8	29.99
2_21942	8	29.99
2_22710	8	29.99
2_22711	8	29.99
2_32750	8	29.99
2_33306	8	29.99
2_35217	8	29.99
2_47070	8	29.99
2_49544	8	29.99
2_52030	8	29.99
2_43322	8	29.99
2_02628	8	29.99
2_03272	8	29.99
2_04263	8	29.99
2_07077	8	29.99
2_07412	8	29.99
2_37595	8	29.99
2_43811	8	29.99
2_05412	8	30.13
2_05413	8	30.13
2_44409	8	30.13
2_04052	8	30.13
2_22930	8	30.13
2_23228	8	30.13
2_49306	8	30.13
2_52629	8	30.13
2_20742	8	30.13
2_41337	8	30.13
2_06933	8	30.57
2_07037	8	30.57
2_42085	8	30.57
2_47372	8	30.57
2_50185	8	30.57
2_53253	8	30.57
2_54656	8	30.57
2_02674	8	30.57
2_40291	8	31.06
2_53288	8	31.06
2_54452	8	31.06
1_1341	8	31.06
2_00966	8	31.06
2_30286	8	31.06
2_30622	8	31.06
2_43990	8	31.06
2_39341	8	31.06
2_04359	8	31.06
2_33904	8	31.06
2_48011	8	31.06
2_17183	8	31.57
2_20134	8	31.57
2_22742	8	31.57
2_42512	8	31.57
2_46809	8	31.57
2_46927	8	31.57
2_47324	8	31.57
2_48493	8	31.57
2_55249	8	31.57
2_55093	8	31.57
2_30653	8	31.57
1_0567	8	31.57
2_06192	8	31.57
2_07057	8	31.57
2_07547	8	31.57
2_18127	8	31.57
2_30435	8	31.57
2_34394	8	31.57
2_34420	8	31.57
2_45866	8	31.57
2_45142	8	32.19
2_12012	8	32.19
2_13861	8	32.19
2_17563	8	32.19
2_28256	8	32.19
2_42979	8	32.19
2_44982	8	32.19
2_45188	8	32.19
2_45901	8	32.19
2_47845	8	32.19
2_53810	8	32.19
2_53834	8	32.19
2_49464	8	32.19
2_17401	8	32.19
2_37490	8	32.19
2_46073	8	32.19
2_18137	8	32.19
2_51260	8	32.19
2_51547	8	32.19
2_00268	8	32.19
2_17564	8	32.19
2_02459	8	32.19
2_19023	8	32.19
2_27914	8	32.19
2_30475	8	32.19
2_38847	8	32.19
2_39255	8	32.19
2_45348	8	32.19
2_18057	8	32.56
2_18313	8	33.12
2_38285	8	33.12
2_51728	8	33.12
2_15723	8	33.12
2_15722	8	33.12
2_38284	8	33.12
2_54702	8	33.68
2_27017	8	33.68
2_34093	8	33.68
2_44666	8	33.68
2_47461	8	33.68
2_07970	8	33.68
2_07971	8	33.68
2_09173	8	33.68
2_09174	8	33.68
2_17032	8	33.68
2_17033	8	33.68
2_55416	8	33.68
2_42938	8	33.68
2_06131	8	33.68
2_06132	8	33.68
2_06133	8	33.68
2_35095	8	33.68
2_49837	8	33.68
2_08872	8	33.68
2_19392	8	33.68
2_41867	8	33.68
2_48178	8	33.68
2_47618	8	34.53
2_48372	8	34.91
2_46537	8	34.91
2_52312	8	34.91
2_39457	8	34.91
1_0762	8	34.91
2_24669	8	34.91
2_34025	8	34.91
2_48419	8	34.91
2_51384	8	34.91
1_0351	8	34.91
1_0410	8	34.91
2_00284	8	34.91
2_04591	8	34.91
2_04848	8	34.91
2_04866	8	34.91
2_04887	8	34.91
2_05055	8	34.91
2_05840	8	34.91
2_05844	8	34.91
2_05845	8	34.91
2_06068	8	34.91
2_07410	8	34.91
2_07790	8	34.91
2_08355	8	34.91
2_09707	8	34.91
2_10842	8	34.91
2_11307	8	34.91
2_12380	8	34.91
2_12438	8	34.91
2_12766	8	34.91
2_14381	8	34.91
2_15505	8	34.91
2_17124	8	34.91
2_18449	8	34.91
2_18623	8	34.91
2_22168	8	34.91
2_24618	8	34.91
2_25424	8	34.91
2_25816	8	34.91
2_26132	8	34.91
2_26900	8	34.91
2_27902	8	34.91
2_28026	8	34.91
2_32283	8	34.91
2_34335	8	34.91
2_35083	8	34.91
2_36787	8	34.91
2_38032	8	34.91
2_38661	8	34.91
2_39912	8	34.91
2_40040	8	34.91
2_40111	8	34.91
2_40420	8	34.91
2_40763	8	34.91
2_41299	8	34.91
2_41336	8	34.91
2_42302	8	34.91
2_42325	8	34.91
2_43951	8	34.91
2_44134	8	34.91
2_44431	8	34.91
2_44790	8	34.91
2_44796	8	34.91
2_45057	8	34.91
2_45534	8	34.91
2_45622	8	34.91
2_45746	8	34.91
2_45771	8	34.91
2_45925	8	34.91
2_45941	8	34.91
2_46134	8	34.91
2_46144	8	34.91
2_46165	8	34.91
2_46282	8	34.91
2_47022	8	34.91
2_47296	8	34.91
2_47415	8	34.91
2_47431	8	34.91
2_48095	8	34.91
2_48147	8	34.91
2_48209	8	34.91
2_48512	8	34.91
2_49370	8	34.91
2_49412	8	34.91
2_49545	8	34.91
2_49611	8	34.91
2_50820	8	34.91
2_51241	8	34.91
2_51729	8	34.91
2_52393	8	34.91
2_52604	8	34.91
2_52623	8	34.91
2_53347	8	34.91
2_53881	8	34.91
2_55409	8	34.91
2_41239	8	34.91
2_27009	8	34.91
2_43710	8	34.91
2_43837	8	34.91
2_53785	8	34.91
2_38474	8	34.91
2_38968	8	34.91
2_48893	8	34.91
2_39093	8	34.91
2_53427	8	34.91
2_44730	8	34.91
2_41111	8	34.91
2_26540	8	34.91
2_45444	8	34.91
2_50314	8	34.91
1_0918	8	34.91
2_00497	8	34.91
2_00902	8	34.91
2_01858	8	34.91
2_03991	8	34.91
2_04867	8	34.91
2_06879	8	34.91
2_08395	8	34.91
2_09706	8	34.91
2_10841	8	34.91
2_12381	8	34.91
2_12767	8	34.91
2_15363	8	34.91
2_15407	8	34.91
2_18161	8	34.91
2_19146	8	34.91
2_19382	8	34.91
2_22701	8	34.91
2_31406	8	34.91
2_32738	8	34.91
2_32868	8	34.91
2_33234	8	34.91
2_34109	8	34.91
2_36660	8	34.91
2_38022	8	34.91
2_38660	8	34.91
2_39801	8	34.91
2_40592	8	34.91
2_41220	8	34.91
2_41411	8	34.91
2_41722	8	34.91
2_41738	8	34.91
2_42215	8	34.91
2_43316	8	34.91
2_46363	8	34.91
2_46751	8	34.91
2_46802	8	34.91
2_46875	8	34.91
2_47003	8	34.91
2_47807	8	34.91
2_48644	8	34.91
2_48823	8	34.91
2_49130	8	34.91
2_50310	8	34.91
2_50528	8	34.91
2_51176	8	34.91
2_52444	8	34.91
2_52831	8	34.91
2_54135	8	34.91
2_54189	8	34.91
2_38371	8	34.91
2_42651	8	34.91
2_47995	8	34.91
2_37773	8	34.91
2_51196	8	34.91
2_39832	8	35.18
2_48885	8	35.44
2_44443	8	36.70
2_40151	8	36.70
2_43061	8	36.70
2_02422	8	36.70
2_03859	8	36.70
2_05067	8	36.70
2_11079	8	36.70
2_11696	8	36.70
2_16683	8	36.70
2_33047	8	36.70
2_39875	8	36.70
2_40591	8	36.70
2_41059	8	36.70
2_41182	8	36.70
2_44711	8	36.70
2_46613	8	36.70
2_48270	8	36.70
2_48807	8	36.70
2_51282	8	36.70
2_39689	8	36.70
2_01746	8	36.70
2_02201	8	36.70
2_05068	8	36.70
2_05382	8	36.70
2_11697	8	36.70
2_13333	8	36.70
2_13334	8	36.70
2_15348	8	36.70
2_16684	8	36.70
2_21477	8	36.70
2_38429	8	36.70
2_43570	8	36.70
2_44253	8	36.70
2_44298	8	36.70
2_44735	8	36.70
2_46556	8	36.70
2_49228	8	36.70
2_02202	8	36.70
2_05497	8	36.70
2_09759	8	36.70
2_22870	8	36.70
2_00056	8	36.97
2_16644	8	36.97
2_18024	8	36.97
2_27332	8	36.97
2_40521	8	36.97
2_51154	8	36.97
2_00055	8	36.97
2_07061	8	36.97
2_16643	8	36.97
2_18025	8	36.97
2_27333	8	36.97
2_46618	8	36.97
2_51951	8	36.97
2_52566	8	36.97
2_53108	8	37.50
2_14274	8	37.50
2_18790	8	37.50
2_35099	8	37.50
2_36086	8	37.50
2_38563	8	37.50
2_39612	8	37.50
2_41202	8	37.50
2_43387	8	37.50
2_46651	8	37.50
2_48139	8	37.50
2_53882	8	37.50
2_54521	8	37.50
2_52965	8	37.50
2_29333	8	37.50
2_40996	8	37.50
2_52450	8	37.50
2_03395	8	37.50
2_04572	8	37.50
2_11680	8	37.50
2_13107	8	37.50
2_19357	8	37.50
2_21850	8	37.50
2_31001	8	37.50
2_33798	8	37.50
2_34576	8	37.50
2_40681	8	37.50
2_43002	8	37.50
2_46682	8	37.50
2_46923	8	37.50
2_47312	8	37.50
2_49051	8	37.50
2_50925	8	37.50
2_52090	8	37.50
2_53578	8	37.50
2_54559	8	37.50
2_01596	8	37.50
2_11602	8	37.50
2_11603	8	37.50
2_11798	8	37.50
2_13386	8	37.50
2_13387	8	37.50
2_13658	8	37.50
2_13659	8	37.50
2_14843	8	37.50
2_14844	8	37.50
2_16696	8	37.50
2_22073	8	37.50
2_24090	8	37.50
2_24437	8	37.50
2_31455	8	37.50
2_37818	8	37.50
2_43030	8	37.50
2_43589	8	37.50
2_44399	8	37.50
2_44404	8	37.50
2_45010	8	37.50
2_51002	8	37.50
2_51957	8	37.50
2_52603	8	37.50
2_53054	8	37.50
2_53145	8	37.50
2_53436	8	37.50
2_54378	8	37.50
2_54523	8	37.50
2_10855	8	37.50
2_40042	8	37.50
2_40330	8	37.50
2_53224	8	37.50
2_53594	8	37.50
2_54426	8	37.50
1_0807	8	37.50
2_01695	8	37.50
2_01827	8	37.50
2_02964	8	37.50
2_14792	8	37.50
2_39281	8	37.50
2_44305	8	37.50
2_48488	8	37.50
2_53472	8	37.50
2_52617	8	37.50
2_48596	8	37.50
2_25416	8	37.50
2_49880	8	37.50
2_54549	8	37.50
2_51535	8	37.50
2_48982	8	37.50
2_25036	8	37.50
2_47754	8	37.50
2_40128	8	37.50
2_44979	8	37.50
2_50716	8	37.50
2_50966	8	37.50
2_03396	8	37.50
2_06837	8	37.50
2_11679	8	37.50
2_19356	8	37.50
2_21849	8	37.50
2_23033	8	37.50
2_27216	8	37.50
2_28854	8	37.50
2_30363	8	37.50
2_30364	8	37.50
2_37973	8	37.50
2_38039	8	37.50
2_44260	8	37.50
2_46708	8	37.50
2_48375	8	37.50
2_49411	8	37.50
2_51865	8	37.50
2_53616	8	37.50
2_53758	8	37.50
2_02314	8	37.50
2_02315	8	37.50
2_11536	8	37.50
2_11537	8	37.50
2_16697	8	37.50
2_22072	8	37.50
2_24977	8	37.50
2_36195	8	37.50
2_36591	8	37.50
2_41541	8	37.50
2_53265	8	37.50
2_53438	8	37.50
2_54449	8	37.50
2_38074	8	37.50
2_39070	8	37.50
2_48939	8	37.50
2_04020	8	37.50
2_20992	8	37.50
2_22154	8	37.50
2_25248	8	37.50
2_50578	8	37.50
2_44116	8	37.50
2_38073	8	37.50
2_05154	8	37.98
2_07282	8	37.98
2_07884	8	37.98
2_09774	8	37.98
2_17628	8	37.98
2_19260	8	37.98
2_22028	8	37.98
2_24087	8	37.98
2_34281	8	37.98
2_45568	8	37.98
2_49522	8	37.98
2_53711	8	37.98
2_13368	8	37.98
2_29337	8	37.98
2_43205	8	37.98
1_0665	8	37.98
2_00626	8	37.98
2_01990	8	37.98
2_07283	8	37.98
2_07284	8	37.98
2_09773	8	37.98
2_10066	8	37.98
2_18613	8	37.98
2_22858	8	37.98
2_32136	8	37.98
2_40704	8	37.98
2_43344	8	37.98
2_46647	8	37.98
2_40830	8	38.25
2_47306	8	38.25
2_20840	8	38.25
2_41691	8	38.52
2_39642	8	38.52
2_06109	8	38.52
2_17230	8	38.52
2_17231	8	38.52
2_18190	8	38.52
2_18191	8	38.52
2_21111	8	38.52
2_38293	8	38.52
2_40899	8	38.52
2_02249	8	38.52
2_06110	8	38.52
2_18844	8	38.52
2_42296	8	38.52
2_52338	8	38.52
2_53418	8	38.52
2_54818	8	38.52
2_55148	8	38.52
2_14050	8	38.79
2_29623	8	38.79
2_45434	8	38.79
2_21550	8	38.79
2_48614	8	38.79
2_42380	8	39.33
2_09385	8	39.33
2_09386	8	39.33
2_09387	8	39.33
2_11856	8	39.33
2_12993	8	39.33
2_12994	8	39.33
2_17465	8	39.33
2_22847	8	39.33
2_22848	8	39.33
2_27646	8	39.33
2_44527	8	39.33
2_47827	8	39.33
2_09384	8	39.33
2_11853	8	39.33
2_11854	8	39.33
2_11855	8	39.33
2_13963	8	39.33
2_14477	8	39.33
2_15468	8	39.33
2_17464	8	39.33
2_18605	8	39.33
2_20018	8	39.33
2_20019	8	39.33
2_30972	8	39.33
2_33261	8	39.33
2_43448	8	39.33
2_47743	8	39.33
2_48134	8	39.33
2_52706	8	39.33
2_53608	8	39.33
2_53983	8	39.33
2_23510	8	39.60
2_23511	8	39.60
2_28056	8	39.60
2_09116	8	39.60
2_28057	8	39.60
2_33488	8	39.60
1_0044	8	39.87
2_17430	8	39.87
2_45443	8	39.87
2_45714	8	39.87
2_17431	8	39.87
2_25817	8	40.14
2_33807	8	40.14
2_20405	8	40.96
2_51387	8	40.96
2_05263	8	40.96
1_0524	8	40.96
2_02864	8	40.96
2_02865	8	40.96
2_32678	8	41.34
2_12121	8	41.34
2_52211	8	41.34
2_25644	8	41.74
2_02722	8	41.74
2_03637	8	41.74
2_13207	8	41.74
2_18327	8	41.74
2_26738	8	41.74
2_38163	8	41.74
2_41520	8	41.74
2_53826	8	41.74
1_0649	8	41.74
2_15021	8	41.74
2_21301	8	41.74
2_23984	8	41.74
2_23985	8	41.74
2_26764	8	41.74
2_29676	8	41.74
2_30673	8	41.74
2_30674	8	41.74
2_50304	8	41.74
2_26737	8	41.74
2_49735	8	41.74
1_0255	8	41.74
2_02721	8	41.74
2_03638	8	41.74
2_08077	8	41.74
2_13206	8	41.74
2_14019	8	41.74
2_19350	8	41.74
2_19351	8	41.74
2_22557	8	41.74
2_26740	8	41.74
2_38914	8	41.74
2_11955	8	41.74
2_13039	8	41.74
2_18221	8	41.74
2_22960	8	41.74
2_34650	8	41.74
2_41177	8	41.74
2_46786	8	41.74
2_48243	8	41.74
2_51690	8	41.74
2_46795	8	41.74
2_19024	8	41.87
2_26082	8	41.87
2_26083	8	41.87
1_1099	8	41.87
2_07159	8	41.87
2_18064	8	41.87
2_20805	8	41.87
2_26081	8	41.87
2_17510	8	42.28
2_17819	8	42.28
2_42012	8	42.28
2_18421	8	42.28
2_17816	8	42.28
2_12958	8	42.69
2_44113	8	43.44
2_04199	8	43.68
2_04200	8	43.68
2_15034	8	43.68
2_09944	8	43.68
2_06120	8	44.48
2_06121	8	44.48
2_41119	8	44.48
2_06205	8	44.48
2_28125	8	45.02
2_05330	8	45.02
2_09343	8	45.02
2_11531	8	45.02
2_18373	8	45.02
2_28862	8	45.02
2_54719	8	45.02
2_08443	8	45.02
2_24952	8	45.02
2_24953	8	45.02
2_27426	8	45.02
2_27839	8	45.02
2_47737	8	45.02
2_52748	8	45.02
2_03159	8	45.02
2_06206	8	45.02
2_07706	8	45.02
2_08647	8	45.02
2_11532	8	45.02
2_11533	8	45.02
2_51439	8	45.02
2_00404	8	45.02
2_07721	8	45.02
2_14820	8	45.02
2_32104	8	45.02
2_22846	8	45.56
2_40321	8	45.56
2_46791	8	45.56
2_09614	8	45.56
2_22412	8	45.56
2_51649	8	45.56
2_53600	8	45.56
2_51349	8	46.10
2_02101	8	46.64
2_06393	8	46.64
2_09783	8	46.64
2_29693	8	46.64
2_00822	8	46.64
2_17521	8	46.64
2_17522	8	46.64
2_43428	8	46.64
2_51701	8	46.64
2_08167	8	47.72
2_08604	8	47.72
2_08606	8	47.72
2_11409	8	47.72
2_13349	8	47.72
2_16839	8	47.72
2_23814	8	47.72
2_25259	8	47.72
2_27756	8	47.72
2_30998	8	47.72
2_42066	8	47.72
2_49510	8	47.72
2_04573	8	47.72
2_16044	8	47.72
2_19666	8	47.72
2_21149	8	47.72
2_23809	8	47.72
2_32775	8	47.72
2_33736	8	47.72
2_01496	8	48.49
2_04799	8	48.49
2_04800	8	48.49
2_06363	8	48.49
2_08729	8	48.49
2_14669	8	48.49
2_15820	8	48.49
2_17501	8	48.49
2_17502	8	48.49
2_25615	8	48.49
2_33753	8	48.49
2_37974	8	48.49
2_51079	8	48.49
2_55328	8	48.49
2_12232	8	48.49
2_12451	8	48.49
2_15003	8	48.49
2_17034	8	48.49
2_22543	8	48.49
2_22544	8	48.49
2_23390	8	48.49
2_28381	8	48.49
2_28495	8	48.49
2_29073	8	48.49
2_34698	8	48.49
2_46302	8	48.49
2_27372	8	48.49
2_22878	8	48.97
2_41158	8	48.97
2_33976	8	48.97
2_03770	8	48.97
2_53249	8	48.97
2_09267	8	49.45
2_07008	8	49.89
2_07009	8	49.89
2_09940	8	49.89
2_47005	8	49.89
2_55086	8	50.03
2_05696	8	50.17
2_14676	8	50.17
2_18055	8	50.17
2_38532	8	50.17
2_42686	8	50.17
2_43829	8	50.17
2_46578	8	50.17
2_48837	8	50.17
1_0438	8	50.17
1_0616	8	50.17
2_08181	8	50.17
2_08182	8	50.17
2_10907	8	50.17
2_14675	8	50.17
2_19186	8	50.17
2_21362	8	50.17
2_21363	8	50.17
2_21718	8	50.17
2_21719	8	50.17
2_26833	8	50.17
2_27327	8	50.17
2_32862	8	50.17
2_41208	8	50.17
2_41238	8	50.17
2_50013	8	50.17
2_20449	8	50.57
2_23582	8	50.57
2_23583	8	50.57
2_50477	8	50.57
2_54420	8	50.57
2_12863	8	50.57
2_41754	8	50.57
2_41926	8	50.57
2_48797	8	50.98
2_01338	8	50.98
2_04798	8	50.98
2_05954	8	50.98
2_31719	8	50.98
2_34068	8	50.98
2_04797	8	50.98
2_05303	8	50.98
2_08225	8	50.98
2_10586	8	50.98
2_12698	8	50.98
2_17546	8	50.98
2_17547	8	50.98
2_18205	8	50.98
2_18206	8	50.98
2_22646	8	50.98
2_26705	8	50.98
2_26706	8	50.98
2_29997	8	50.98
2_30669	8	50.98
2_30670	8	50.98
2_54367	8	50.98
2_53371	8	51.40
2_05118	8	52.14
2_26644	8	52.14
2_50679	8	52.65
2_16270	8	52.65
2_05609	8	52.65
2_05758	8	52.65
2_08640	8	52.65
2_09392	8	52.65
2_11891	8	52.65
2_11892	8	52.65
2_15763	8	52.65
2_17672	8	52.65
2_26862	8	52.65
2_27108	8	52.65
2_51992	8	52.65
2_28568	8	53.17
2_28569	8	53.17
2_30237	8	53.17
2_30703	8	53.17
2_30789	8	53.17
2_50534	8	53.17
2_06096	8	53.17
2_16254	8	53.17
2_18290	8	53.17
2_21458	8	53.17
2_00842	8	53.98
2_00843	8	53.98
2_04891	8	53.98
2_19483	8	53.98
2_27056	8	53.98
2_52673	8	53.98
2_04889	8	53.98
2_32548	8	53.98
2_45515	8	53.98
2_04440	8	54.79
2_05283	8	54.79
2_05284	8	54.79
2_12255	8	54.79
2_15253	8	54.79
2_26718	8	54.79
2_27406	8	54.79
2_05331	8	54.79
2_10899	8	54.79
2_48622	8	54.79
2_53873	8	54.79
2_43656	8	55.33
2_44217	8	55.33
2_47654	8	55.33
2_13030	8	55.33
2_21742	8	55.33
2_26709	8	55.33
2_55183	8	55.33
2_21907	8	55.90
2_36992	8	55.90
2_54003	8	55.90
2_52173	8	55.90
2_48482	8	56.77
2_25184	8	57.13
2_33619	8	57.13
2_36177	8	57.13
2_25183	8	57.13
2_35962	8	57.13
2_37338	8	57.13
2_32371	8	57.79
1_0838	8	58.18
2_05685	8	58.18
2_05686	8	58.18
2_14460	8	58.18
2_21353	8	58.18
2_21354	8	58.18
2_32362	8	58.18
2_51567	8	58.18
2_13634	8	58.18
2_13637	8	58.18
2_13635	8	58.18
2_14727	8	58.18
2_05526	8	58.84
2_06270	8	58.84
2_03104	8	58.84
2_05525	8	58.84
2_30350	8	58.84
2_17289	8	59.51
2_25213	8	59.51
2_26544	8	59.51
2_29685	8	59.51
2_44147	8	59.51
2_01767	8	59.51
2_12653	8	59.51
2_17290	8	59.51
2_22411	8	59.51
2_30567	8	59.51
2_33881	8	59.51
2_54681	8	60.18
2_15595	8	60.18
2_35670	8	60.18
2_35935	8	61.11
2_20569	8	61.11
2_28971	8	61.69
2_16540	8	61.96
2_30571	8	61.96
2_40715	8	61.96
2_41189	8	61.96
2_43666	8	61.96
2_16803	8	61.96
2_32790	8	61.96
2_18615	8	62.50
2_22424	8	62.50
2_24311	8	62.50
2_52053	8	62.50
2_24312	8	62.50
2_29458	8	62.50
1_0306	8	63.05
2_09580	8	63.05
2_09581	8	63.05
2_12487	8	63.05
2_17837	8	63.05
2_24271	8	63.05
2_34487	8	63.05
2_24270	8	63.05
2_29144	8	63.05
2_25532	8	63.59
2_46348	8	64.13
2_09743	8	64.67
2_38707	8	64.67
2_23353	8	64.67
2_01782	8	64.67
2_09742	8	64.67
2_14955	8	64.67
2_29635	8	65.73
2_24201	8	65.73
2_31353	8	65.73
2_03111	8	66.91
2_14106	8	66.91
2_24286	8	66.91
2_30688	8	66.91
2_46430	8	66.91
2_50739	8	66.91
2_31651	8	66.91
2_05932	8	66.91
2_12220	8	66.91
2_15055	8	66.91
2_23029	8	66.91
2_23509	8	66.91
2_12218	8	66.91
2_29428	8	67.51
2_34533	8	67.51
2_06054	8	67.82
2_22077	8	67.82
2_26985	8	67.82
2_54168	8	67.82
1_0957	8	68.10
2_09360	8	68.10
2_09361	8	68.10
2_32077	8	68.10
2_32709	8	68.10
2_38737	8	68.10
2_38738	8	68.10
2_35947	8	68.10
2_30680	8	68.37
2_33191	8	68.37
2_32392	8	68.37
2_25632	8	68.64
2_35706	8	68.64
2_25633	8	68.64
2_30828	8	69.18
2_29104	8	69.45
2_20732	8	69.72
2_01825	8	69.72
2_04092	8	69.72
2_04093	8	69.72
2_18476	8	69.72
2_52180	8	69.72
2_55037	8	69.72
2_18475	8	69.72
2_19536	8	69.72
2_22836	8	69.72
2_29757	8	69.72
2_31760	8	69.72
2_35917	8	69.72
2_53581	8	69.72
2_51148	8	70.14
2_15188	8	70.14
2_19269	8	70.14
2_20730	8	70.14
2_25411	8	70.14
2_43185	8	70.14
2_53392	8	70.14
2_02152	8	70.14
2_19270	8	70.14
2_24832	8	70.14
2_27220	8	70.14
2_31740	8	70.14
2_31960	8	70.14
2_06361	8	70.31
2_07973	8	70.31
2_09187	8	70.31
2_26595	8	70.31
2_27693	8	70.31
2_33144	8	70.31
2_51605	8	70.31
1_1199	8	70.31
2_07972	8	70.31
2_19868	8	70.31
2_27100	8	70.31
2_30429	8	70.31
2_32330	8	70.31
2_51899	8	70.31
2_32074	8	70.88
2_03634	8	71.84
2_15536	8	71.84
2_15535	8	71.84
2_11082	8	71.84
2_48110	8	71.84
2_11426	8	71.84
2_49434	8	72.35
2_29335	8	72.35
2_31798	8	72.35
2_20707	8	72.87
2_31846	8	72.87
2_23369	8	72.87
2_31282	8	72.87
2_31847	8	72.87
2_11807	8	73.38
2_50259	8	73.38
2_06346	8	73.38
2_28960	8	73.38
2_36637	8	73.38
2_52202	8	73.38
2_43891	8	74.69
2_47887	8	74.69
1_0187	8	75.13
2_02792	8	75.13
2_07595	8	75.13
2_12772	8	75.13
2_23159	8	75.13
2_25134	8	75.13
2_27124	8	75.13
1_0250	8	75.13
2_03119	8	75.13
2_06448	8	75.13
2_07581	8	75.13
2_14578	8	75.13
2_16974	8	75.13
2_25682	8	75.13
2_25787	8	75.13
2_27539	8	75.13
2_29286	8	75.13
2_30929	8	75.13
2_40264	8	75.13
2_43695	8	75.13
2_51380	8	75.13
2_51422	8	75.13
2_00355	8	75.28
2_16830	8	75.68
2_17792	8	75.68
2_21328	8	75.68
2_06978	8	75.68
2_32705	8	75.68
2_33131	8	75.68
2_33283	8	75.68
2_15864	8	76.36
2_27996	8	76.36
2_33398	8	76.36
2_19842	8	76.36
2_52801	8	76.36
2_12316	8	77.03
2_32278	8	77.03
2_12317	8	77.03
2_20757	8	77.03
2_19104	8	77.44
2_06259	8	78.11
2_25656	8	78.11
2_29330	8	78.11
2_00531	8	78.11
2_03623	8	78.11
2_03626	8	78.11
2_05468	8	78.11
2_06724	8	78.11
2_08378	8	78.11
2_13138	8	78.11
2_13938	8	78.11
2_17403	8	78.11
2_23621	8	78.11
2_24889	8	78.11
2_26778	8	78.11
2_30281	8	78.11
2_31321	8	78.11
2_32872	8	78.11
2_34425	8	78.11
2_54749	8	78.11
2_06261	8	78.11
2_11546	8	78.11
2_13139	8	78.11
2_16185	8	78.11
2_17549	8	78.11
2_17550	8	78.11
